date,amount,cost_per_gram
2024-04-08T00:46:59.664,0.08,22.2,db24097b-db7f-4b48-a104-8416e3dcdc13
2024-04-08T08:46:44.94,0.08,22.2,69bfdedf-81d5-4aae-80e6-8626ff51a444
2024-04-08T10:26:57.564,0.08,22.2,9bddb5e0-51ff-4455-a5bd-258567b6084b
2024-04-08T11:29:54.329,0.08,22.2,81968058-0a73-4aa9-8a06-8480268d9c39
2024-04-08T11:57:58.618,0.08,22.2,2db5f3ba-c130-4895-93c5-da0e8b99272c
2024-04-08T12:21:54.427,0.08,22.2,a07a3daf-6d70-4c58-adaf-611b413b7614
2024-04-08T13:47:28.071,0.08,22.2,d21da596-afa3-4baa-b709-a2881a78aecb
2024-04-08T14:03:00.665,0.08,22.2,7843f18e-40ff-493e-826f-d335c01291d5
2024-04-08T15:05:00,0.08,22.2,44feb97f-b211-4c61-8447-c47d0e02ec84
2024-04-08T16:03:25.277,0.08,22.2,450307d2-5944-4ab3-b384-d4a40350bbb6
2024-04-08T16:47:17.827,0.08,22.2,c4de72cd-9861-43a0-99c6-7b3296f51712
2024-04-08T19:12:34.449,0.08,22.2,0b46c12f-ead2-4be6-a53b-14ff872229e1
2024-04-08T20:17:50.442,0.08,22.2,cc31ae45-db9e-4667-8ad1-f85e43ce0d83
2024-04-08T21:06:43.722,0.08,22.2,7af3d417-c8ae-481c-a0cc-dd2ee6a873aa
2024-04-08T21:47:30.212,0.08,22.2,31034f7f-01c0-466b-b5ee-03f5817c7350
2024-04-08T23:13:00,0.08,22.2,56a2a88b-629f-4a93-a317-df929b51e962
2024-04-08T23:24:35.987,0.08,22.2,1252494a-e594-4978-b4ac-d3ae2b7809bb
2024-04-09T08:16:41.165,0.08,22.2,18e5b1c0-8528-488c-b60c-5e446397c927
2024-04-09T09:36:26.825,0.08,22.2,a4e62b19-896a-4b23-894a-5a3ddde4df26
2024-04-09T09:49:20.799,0.08,22.2,7016804b-3e77-401e-859f-383969ecb9ef
2024-04-09T10:30:01.419,0.08,22.2,2195b51a-ea0c-4e0b-adbc-97ede998a8eb
2024-04-09T12:24:25.815,0.06,22.2,639f9198-dd7f-454a-9e70-19c310dd1554
2024-04-09T12:41:26.484,0.08,22.2,a648ced4-c559-4219-8318-417bbe15c59f
2024-04-09T15:50:00,0.08,22.2,9bdcb7e7-1c06-4312-b707-b248f6862377
2024-04-09T16:05:43.333,0.08,22.2,d4cd69ba-688f-4e16-a9ad-8c0de7df7e12
2024-04-09T16:16:57.386,0.08,22.2,d17a6480-1b30-41cb-bc7e-50aeb5c00f71
2024-04-09T17:53:13.672,0.08,22.2,dc951e83-09fa-4319-9391-f0afcd2b1a38
2024-04-09T18:12:43.806,0.08,22.2,a64d67bd-1bc2-4432-895b-dd681783bc14
2024-04-09T19:41:21.169,0.08,22.2,6688ee41-650c-4622-aa68-519452252267
2024-04-09T20:25:49.627,0.08,22.2,3aab703c-962e-4599-b419-82223405f6a0
2024-04-09T20:49:46.161,0.08,22.2,4a760bcd-769f-4c63-8917-5ee17d4128b2
2024-04-09T22:28:00,0.06,22.2,0154b9e2-b179-4707-8836-90c04d4e4436
2024-04-09T22:51:23.803,0.08,22.2,f1d16090-8246-4811-ba3c-3c5f1136f4c4
2024-04-09T23:23:48.216,0.08,22.2,d8ba8408-86d2-4737-9a24-597bafe71db2
2024-04-10T00:04:51.716,0.08,22.2,13374099-6b9d-467e-97cb-20dc7682a5d4
2024-04-10T10:14:50.12,0.08,22.2,39ebd529-b3ec-4b74-b98e-f85653bd7fb2
2024-04-10T10:48:36.842,0.08,22.2,26b8281a-27fc-46ee-9138-917748a69795
2024-04-10T11:07:44.315,0.08,22.2,14347f5e-0a6f-4bcf-aff4-5f19aeedc883
2024-04-10T11:53:00,0.08,22.2,e1b090f0-e22d-42d9-9a3a-645aa76dd9c1
2024-04-10T14:45:50.563,0.08,22.2,02791b3f-0a94-448d-8b40-d99de3c1d067
2024-04-10T15:00:34.722,0.08,22.2,f81b6fc8-7879-4c52-991d-761f17a65e16
2024-04-10T16:28:26.947,0.08,22.2,05a82b28-893c-4749-ac24-7feca8cac352
2024-04-10T16:41:54.785,0.08,22.2,bb83ab24-9d18-4df2-9648-68a124fd8931
2024-04-10T18:33:01.142,0.08,22.2,7b3e48f7-b072-4dee-a22b-fb12d123ada5
2024-04-10T18:49:59.237,0.08,22.2,ef6159e1-9764-4e6b-bb84-73bf5819d859
2024-04-10T19:05:26.18,0.08,22.2,b012cdaf-970e-4644-a6cc-b8e3faa66f00
2024-04-10T21:37:22.009,0.08,22.2,1cd01788-c347-4669-881e-8530df908db1
2024-04-10T22:52:35.97,0.08,22.2,12df8a8d-aed4-4786-8135-9d312b683bb8
2024-04-11T08:31:50.295,0.08,22.2,2a732098-e114-42af-ac9b-d11f50547c42
2024-04-11T08:43:32.333,0.08,22.2,fd3baf0b-2beb-4413-b216-0477cafb8956
2024-04-11T09:00:12.425,0.08,22.2,43160d89-ebc0-48c9-a5ec-366508c5e7ac
2024-04-11T10:16:35.237,0.08,22.2,809afd19-5a28-4d6c-b223-adfbfe265cc3
2024-04-11T10:32:24.836,0.08,22.2,d55ba1b0-84b6-4ea7-8ba6-5b9539606b3c
2024-04-11T12:36:28.247,0.08,22.2,84df471b-102b-4aaa-a159-c8a8da5c78ab
2024-04-11T12:53:05.739,0.08,22.2,88fa6d4f-9c52-4905-9099-3d613dc13eb7
2024-04-11T16:09:42.187,0.08,22.2,a0a9c016-fc45-450f-ac22-4bf5ae0938ea
2024-04-11T17:18:23.885,0.08,22.2,27fe7966-1a01-4339-a852-d8bf95d6a30c
2024-04-11T18:17:19.04,0.08,22.2,9f6f06d7-1128-4a83-a104-829378a5f9ea
2024-04-11T19:09:55.051,0.1,22.2,66282e47-e951-41ac-9a51-200fefd3f204
2024-04-11T20:28:34.893,0.1,50.0,514b8609-1ff0-4cd2-b16a-7d2a16362da5
2024-04-11T20:51:26.686,0.1,22.0,a8cd1dce-e138-4b35-a367-3d47d8002809
2024-04-11T22:04:22.519,0.1,22.0,451d5253-7963-4b9c-970e-3d2d255628af
2024-04-11T22:37:55.523,0.1,22.0,b7f92f6f-3054-4452-acea-8ed99d2cc1c4
2024-04-11T23:35:39.752,0.1,22.0,2459669d-4f45-4456-9b24-13287ddf2014
2024-04-12T08:19:41.874,0.3,22.0,49c81c28-1bd9-4952-9a26-b5d79cea832b
2024-04-12T10:09:47.642,0.25,22.0,0670b02c-699c-48c9-bcb2-02d412feab37
2024-04-12T15:13:20.873,0.25,22.0,7fe2a6fd-a035-4c5f-a705-0d23492735e8
2024-04-12T17:29:10.661,0.1,22.0,d8451439-ca5d-4c72-bcd0-c10298983811
2024-04-12T18:34:05.104,0.1,22.0,1b0422b4-fa16-47c8-a646-ec265995e619
2024-04-12T19:07:19.877,0.1,22.0,0bc9b1f0-6837-40ec-b111-1b74cc0958fe
2024-04-12T19:07:30.064,0.1,22.0,c286a7a3-40f4-41e0-a617-b3eb34d91ab0
2024-04-12T19:38:53.932,0.1,22.0,5b73878c-08ba-4763-b2a3-c075ae63bc4e
2024-04-12T20:19:11.855,0.1,22.0,509235e2-2850-4a01-a56e-60cde81eaddc
2024-04-12T22:21:22.126,0.1,22.0,a1765488-a71f-4aef-8194-7626e88f8d94
2024-04-13T10:32:19.38,0.08,22.0,3b6c628d-e798-4836-9d3a-c7fde8b1d25b
2024-04-13T10:48:45.453,0.08,22.0,ac575374-9277-4512-96d4-f0819ebc5704
2024-04-13T12:56:21.701,0.08,22.0,20bad454-e116-46d4-a678-d394758edac8
2024-04-13T13:20:48.07,0.08,22.0,1c9b4584-4560-472d-bb41-9e48962832ea
2024-04-13T15:28:33.52,0.08,22.0,5c109c7b-98b9-442e-9f75-268ae5aad992
2024-04-13T15:48:49.295,0.08,22.0,3021164e-0a12-4918-bfcb-f8ec4d8b30c8
2024-04-13T16:13:47.14,0.08,22.0,1e6987cc-4134-473d-bd18-1a6edadabd93
2024-04-13T16:55:21.149,0.08,22.0,85bc7c58-11eb-4714-bca8-f85d555ccf22
2024-04-13T19:41:33.865,0.08,22.0,20113628-c589-4f7d-951b-25479e757baa
2024-04-13T19:57:33.235,0.08,22.0,9af076b6-bde9-47d2-a8ff-40e6bafca3a0
2024-04-13T20:22:35.689,0.08,22.0,3a0b5420-a5e5-4ead-9938-f0815d95981f
2024-04-13T21:01:03.701,0.08,22.0,ef432ab4-fd94-4437-a624-021a06b84ac1
2024-04-13T23:00:00,0.08,22.0,823e54e2-88e7-4c3d-8d96-b10fe13a42b1
2024-04-14T09:43:39.568,0.08,22.0,9b4fba91-42b7-4fac-836f-f096fb628834
2024-04-14T10:32:00.402,0.08,22.0,11a8b2b9-d332-44dd-80a0-14f82a567849
2024-04-14T11:24:24.886,0.08,22.0,24251060-1725-4ab0-a8e4-c8a31847f42e
2024-04-14T12:24:44.289,0.08,22.0,8938fb9d-2d42-42e9-a088-2e6019b21b4e
2024-04-14T12:44:51.731,0.08,22.0,630a3aee-c61d-4a16-a0bb-540a66dd2cfd
2024-04-14T15:40:54.441,0.08,22.0,06097b81-573b-4a72-9384-d7acbb523a17
2024-04-14T15:56:11.395,0.08,22.0,c4280397-ba91-4549-ad4d-c0bc0bc3bdca
2024-04-14T19:00:00,0.08,22.0,729726ef-c493-46e9-b205-4f5bc500fecf
2024-04-14T19:30:59.559,0.08,22.0,bef2e0e4-7f64-40db-a7c9-390e816ce4ea
2024-04-14T19:56:27.73,0.08,22.0,b8134add-6cb8-4057-bb7b-3b0d0e46ac8a
2024-04-14T22:32:35.849,0.08,22.0,7b64b6f7-b72d-4dea-b5bf-1e17e00800f6
2024-04-14T23:19:39.011,0.08,22.0,0e3f67bd-8275-47c9-afe1-45726652e5a9
2024-04-15T00:01:00,0.08,22.0,b4ae5095-ea9b-40f7-8c00-4b0ded9fda3e
2024-04-15T08:47:06.135,0.08,22.0,e084f8ad-c6ed-4e00-9529-bb51ca87b1e0
2024-04-15T08:59:28.158,0.08,22.0,486ced49-e6a2-4a64-b708-dfb46e930c86
2024-04-15T10:14:24.091,0.08,22.0,27b2f43d-5709-4f02-9aeb-b1d12afda6f7
2024-04-15T10:44:01.748,0.08,22.0,ebdd9c23-ae99-4def-bd36-0fc14e952a8e
2024-04-15T12:49:44.971,0.08,22.0,e1464acf-205d-4e05-8ecf-69206295c57c
2024-04-15T13:14:52.232,0.08,22.0,85b4f590-0938-429c-a7a5-494241b99f27
2024-04-15T15:04:09.863,0.08,22.0,4432ff97-55b6-4e0c-abd4-f93deb98331a
2024-04-15T15:32:46.981,0.08,22.0,6685ec3f-fba3-4381-ba68-eea4598ab603
2024-04-15T15:52:02.664,0.08,22.0,98aae2ed-8427-41ea-958d-5961d0b9dec6
2024-04-15T17:15:56.937,0.08,22.0,f57e6bdb-690f-4885-85af-847f967945ad
2024-04-15T19:54:21.755,0.08,22.0,8e0dcc87-6af8-4543-bb60-a3966b8c7764
2024-04-15T21:46:08.008,0.08,22.0,f4c140ae-5138-45f9-8dee-e321e08f6e92
2024-04-15T22:06:17.939,0.08,22.0,ddb062ec-33fe-4c9e-ace0-294ad94080a6
2024-04-15T22:23:02.112,0.08,22.0,5d89f0d2-4edb-4c6a-8d57-577f9e868e95
2024-04-15T22:52:20.755,0.08,22.0,c0a2329a-9726-4a82-bd42-1344cad75580
2024-04-16T09:10:00.334,0.08,22.0,158be81f-642e-4e8b-bc4b-a1ae98689f67
2024-04-16T10:08:16.161,0.08,22.0,d7306661-2012-4239-add7-32e5112d3760
2024-04-16T10:36:24.223,0.08,22.0,f8656adc-5565-4a69-b815-c2ae13950571
2024-04-16T12:45:03.33,0.08,22.0,28114d26-5fba-45aa-b3e1-282e05324848
2024-04-16T14:18:41.809,0.08,22.0,48d663ec-06dc-41dc-b89f-ea230265b727
2024-04-16T15:11:05.446,0.08,22.0,424e8fc1-eaea-42ee-a097-aaba3f29ad49
2024-04-16T17:21:32.55,0.08,22.0,72422f9b-9e0d-43a0-b83a-1db82a72a989
2024-04-16T19:22:29.383,0.08,22.0,ddd40695-426d-4377-8630-90e7e440d57c
2024-04-16T19:39:14.233,0.08,22.0,d38cd888-e8b5-4e5d-a7c9-caa616768af6
2024-04-16T20:41:01.373,0.08,22.0,3a0c3340-fb7a-4dbd-91a0-15764ed11a1a
2024-04-16T21:10:05.433,0.08,22.0,0d854480-7cc7-4127-8615-8676671ac42c
2024-04-16T22:52:49.428,0.08,22.0,f726bc6c-5543-4fcd-8270-2991a39e050f
2024-04-16T23:23:30.895,0.08,22.0,2b22a98f-2efd-438d-bad7-4195cca01e16
2024-04-17T00:11:00,0.08,22.0,0f6406fa-54d5-417c-9615-4b6ff625a91d
2024-04-17T08:59:47.661,0.08,22.0,a3055363-c141-4c48-a8fa-4fb57d6c7a5d
2024-04-17T10:24:14.046,0.08,22.0,43682593-ab29-472c-b3f6-deb35df0e01f
2024-04-17T10:48:18.934,0.06,22.0,afa32d0f-d2f9-4c18-9b4c-4b2dca74f7bc
2024-04-17T12:27:48.335,0.08,22.0,512cfba2-b2b6-4d84-bd1f-4f24d24a8cc3
2024-04-17T12:53:46.141,0.08,22.0,d4813411-15ca-4826-8feb-e36500058517
2024-04-17T14:19:54.032,0.08,22.0,4ee55834-d0f8-4086-8687-4da2e49e773c
2024-04-17T15:43:58.889,0.08,22.0,eeafd9af-c2ad-4757-8434-930f60239eea
2024-04-17T18:07:00.868,0.08,22.0,5e7aaa38-43a2-4684-9dbe-c2c97836631f
2024-04-17T18:40:02.198,0.08,22.0,af6989ac-785b-40e7-876d-7900ef1203fc
2024-04-17T20:02:18.79,0.08,22.0,c8627781-8869-4842-91b2-0c9e0df2d5d0
2024-04-17T20:52:37.154,0.08,22.0,e6896251-f5d2-4baa-93e1-975733604420
2024-04-17T21:58:46.799,0.08,22.0,e4178eaa-96be-479f-90d2-d2e2b6964b47
2024-04-17T23:00:34.545,0.08,22.0,b89272b3-6d0c-434f-8c29-ddef5bb5de5a
2024-04-18T08:53:17.856,0.08,22.0,cd685ca2-999c-4f77-bccb-4518ac82c23c
2024-04-18T09:04:35.359,0.08,22.0,76bf9672-e093-4cee-8a81-74264c0a884f
2024-04-18T10:02:41.528,0.08,22.0,11868057-f9bf-4f91-bd43-0d2e377a75b1
2024-04-18T11:49:03.513,0.08,22.0,7aed8c3c-46cb-4019-b4fe-8ce930133861
2024-04-18T13:26:31.159,0.08,22.0,75eec1d7-bee8-41ad-a9a6-c840105b43db
2024-04-18T13:51:17.925,0.08,22.0,fa5e728d-d5db-483d-96ef-f8a7b4eb1e0c
2024-04-18T14:09:50.346,0.08,22.0,785466a0-1964-4857-bf16-7d9e74213644
2024-04-18T15:30:38.165,0.08,22.0,c25f9129-86b2-4dfc-9daa-2c1f74642c58
2024-04-18T17:29:04.218,0.08,22.0,aab7bb4c-5ba5-4949-8fbe-3c8ec720f116
2024-04-18T19:05:47.513,0.08,22.0,a30c0e49-9d29-4ea7-a18a-46a5403ed927
2024-04-18T19:20:47.335,0.08,22.0,f9a0f240-86de-414b-a82c-7048b7ac0bdd
2024-04-18T19:37:00.618,0.08,22.0,085035d8-5251-4ad3-afb6-1f12a1e0cbfa
2024-04-18T22:03:43.526,0.08,22.0,b2a7e941-7f87-4c3c-8259-dbe0fb8d8240
2024-04-18T22:35:27.382,0.08,22.0,1d1d082b-ca3d-4048-8861-dbdfed022199
2024-04-19T09:01:35.602,0.08,22.0,1b6ae341-80c1-4b12-b7f2-d61517a5225a
2024-04-19T09:35:56.627,0.08,22.0,95742fdd-a911-4926-983e-330478bf1a22
2024-04-19T09:49:07.916,0.08,22.0,b81d8e7c-b3df-4917-b195-52675c68b169
2024-04-19T11:09:48.466,0.08,22.0,5279bfb4-a016-4eaf-8f74-2966b67c9b23
2024-04-19T11:32:25.143,0.08,22.0,3bd7b464-223c-472b-a91a-6528330e552f
2024-04-19T12:12:33.058,0.08,22.0,0f010dfd-1379-450f-8e25-44ee19640f37
2024-04-19T13:31:52.481,0.08,22.0,35d187b6-99eb-443e-877b-d9973466e6e9
2024-04-19T16:41:54.161,0.08,22.0,b8882c30-49c2-4558-9ab0-779ebbfa3b23
2024-04-19T17:52:51.609,0.08,22.0,bd73f648-2cf8-4cbd-a5e1-2bee131f6612
2024-04-19T18:40:03.699,0.08,22.0,455c137a-174d-409b-b9ff-94687b1b3850
2024-04-19T20:08:42.02,0.1,22.0,5f59dfec-bc57-4661-a481-19b48859f57d
2024-04-19T20:23:58.628,0.1,22.0,5c576dc1-bc49-4978-a9cb-2a4eef4f8ba4
2024-04-19T20:55:22.73,0.1,22.0,a6d36105-f5bf-4909-9aae-b7be9ea0c7d1
2024-04-19T22:27:45.268,0.1,22.0,d97f5c39-61b1-4f04-bde5-fcc0ccfb0ead
2024-04-19T23:05:33.336,0.1,22.0,4a34ce19-c800-4b76-8222-dc01a945d608
2024-04-19T23:49:59.41,0.1,22.0,f656e03b-fcc9-4e37-92e8-b6ccf05b5cbc
2024-04-20T10:26:27.391,0.08,22.0,bd9b0794-d9df-4c7c-bb57-5143a3523b3f
2024-04-20T10:52:57.188,0.08,22.0,fc2ab60c-6919-4d63-a7c6-e69cf09712e9
2024-04-20T11:18:08.199,0.08,22.0,75506aea-38c7-4e89-8cd8-44ead97acdcb
2024-04-20T12:11:18.057,0.08,22.0,57814ca0-f961-43ad-8fe5-d9102c26c02b
2024-04-20T13:08:08.227,0.1,22.0,233d6b54-ff42-412f-a6ce-faf63843910c
2024-04-20T13:38:03.506,0.1,22.0,a99143ff-cae2-4047-a344-a84cfc27e4d8
2024-04-20T14:14:19.873,0.1,22.0,704944d7-75d2-4b92-a6ad-81c0d8b0f88a
2024-04-20T14:49:31.163,0.1,22.0,355b8c14-2ef3-4bd6-b25f-56e93da4998c
2024-04-20T19:02:46.7,0.1,22.0,e422fc0e-6e42-44d0-918f-8425839cc41c
2024-04-20T19:32:56.484,0.1,22.0,f2ccff95-c411-40b4-8f97-e51a2faec2b7
2024-04-20T20:30:56.861,0.1,22.0,6a48fca6-8f6b-49e2-bac4-7cc27971de14
2024-04-20T22:01:07.112,0.08,22.0,c89fe9e3-310f-4378-84cb-04e1380a4a45
2024-04-20T23:00:00,0.1,22.0,37f7985e-21aa-4d4f-b59c-9b35dcf9b914
2024-04-20T23:42:46.561,0.1,22.0,fce9f68f-0add-4d9e-9e9f-4716707e0406
2024-04-21T09:58:31.062,0.08,22.0,2656c019-dc36-4622-895a-3e4e1a1a00f9
2024-04-21T10:27:00,0.08,22.0,7ce849e5-bb88-4fa1-8f51-96bfdc1ea5b8
2024-04-21T10:48:54.24,0.08,22.0,02642d80-1c1e-48e7-8d1d-f087749e84ac
2024-04-21T11:23:39.733,0.1,22.0,2a423955-d78f-47b8-b26e-5bf652046fae
2024-04-21T12:00:33.012,0.08,22.0,bcbdded6-188a-4e45-84fe-257e76475ec5
2024-04-21T12:22:49.251,0.08,22.0,23aaf7ac-e845-47c7-a89d-a88dc8c54a7c
2024-04-21T13:02:39.158,0.1,22.0,e1507fba-9e86-4800-b7a7-f8eb3fec82a3
2024-04-21T13:06:46.642,0.1,22.0,e8492669-e02e-459f-b757-23d8ad9ed994
2024-04-21T14:02:16.909,0.08,22.0,5993493e-d49d-4391-9a32-7012b959818b
2024-04-21T16:31:10.304,0.08,22.0,417b8acd-f8d7-40f9-a394-f85d98d6fe1f
2024-04-21T16:55:37.522,0.08,22.0,1d9d3a3b-9b00-4793-90db-f786a9e7a32b
2024-04-21T18:31:00.138,0.08,22.0,6b6654f7-1e4f-4f33-90d4-ab8add762267
2024-04-21T19:41:53.584,0.08,22.0,8a225283-c4ec-4f45-a870-bfdc70ace9cd
2024-04-21T20:12:27.597,0.08,22.0,cb2bf5dc-c418-45c7-bd49-c3605433127e
2024-04-21T21:40:08.309,0.08,22.0,0920e56d-97c1-42e3-81e2-5d3ea8f70ba4
2024-04-22T08:46:36.979,0.08,22.0,15c4e577-25c8-4e11-8764-291c97f1433b
2024-04-22T08:57:26.111,0.08,22.0,9baea015-e3e8-443a-99b6-a74f487d63a5
2024-04-22T09:52:08.935,0.04,22.0,d5097345-9bfc-490e-9d30-ae2ab1aac717
2024-04-22T11:34:25.552,0.08,22.0,e270cd5b-85a0-4221-890c-7b10e698ab85
2024-04-22T12:12:45.458,0.08,22.0,5acbfdd5-c466-47aa-b12e-a34c47ae2231
2024-04-22T12:56:59.198,0.08,22.0,96a605b7-7caf-4762-8459-ffbedc5f8c95
2024-04-22T13:10:13.13,0.08,22.0,6786dbe1-3304-4832-89e3-ff1d8a223f33
2024-04-22T14:34:29.969,0.08,22.0,32e6d4b6-9ebb-482c-96b1-aeddd49ecbad
2024-04-22T16:18:09.886,0.06,22.0,e1a44f75-d7b4-42fc-9c68-29f1fe1d2ab4
2024-04-22T19:41:48.66,0.08,22.0,283ee11e-28de-46f4-8eab-840b20e2504c
2024-04-22T20:01:02.368,0.08,22.0,c9c7fe53-8806-40a4-b1a7-bdf102e26b1f
2024-04-22T20:52:43.997,0.08,22.0,bca89b07-5813-4412-a0ae-a2f5e4145fdc
2024-04-22T22:36:11.329,0.08,22.0,54853e1a-f9e8-42e2-b370-0e68140997af
2024-04-22T22:49:49.557,0.07,22.0,8b3b1f4e-5ead-4434-8a73-7af213ecf56e
2024-04-23T08:55:29.043,0.08,22.0,af665eae-c1df-46f0-bf2f-30fc159b875c
2024-04-23T09:04:34.334,0.08,22.0,22f562b2-c542-49c3-bd55-eba7f5cb42fb
2024-04-23T11:53:19.607,0.08,22.0,b9c05b00-8f24-4e69-83c0-b3cbab306a41
2024-04-23T13:35:13.641,0.08,22.0,003ce65d-f5e2-4981-89ea-d9d193dbbd4f
2024-04-23T13:55:14.347,0.08,22.0,f2bb8766-c43a-4357-8306-35510f280394
2024-04-23T15:51:40.221,0.08,22.0,7049649d-41f7-4ccc-a2e6-518d00839684
2024-04-23T16:04:48.215,0.08,22.0,79ddcd83-bda3-4b61-9b7c-bc38fe6d2b66
2024-04-23T16:20:00,0.08,22.0,b7c90b2d-b2d4-4760-b2b5-40551500d4d1
2024-04-23T17:34:23.904,0.08,22.0,778bcd82-8553-40cb-b18a-5ba8e01b3160
2024-04-23T18:32:57.587,0.08,22.0,d6d7ebe4-4d1f-4666-9932-6e30c04e2aac
2024-04-23T19:04:19.949,0.08,22.0,bd61de3c-590a-4898-bd3f-0626abbefd00
2024-04-23T21:26:16.934,0.07,22.0,b3e5c6e5-7a38-49a6-b80d-266cabdb0195
2024-04-23T22:00:15.115,0.08,22.0,6d73497b-c279-4527-958b-27089bccc8a5
2024-04-23T23:00:00,0.08,22.0,10ec05d4-6920-431b-891d-222e11152136
2024-04-24T08:35:30.959,0.08,22.0,b0dd1fc7-6af3-4f79-b67e-ed7cd312b918
2024-04-24T09:02:02.866,0.08,22.0,bb442311-ee89-49de-817c-4f1758b95002
2024-04-24T10:02:35.11,0.08,22.0,3bab6dbb-0e99-4af6-b0b3-fe4cc6867aa0
2024-04-24T10:10:09.305,0.08,22.0,14361973-552e-47de-a07e-e949d0856c3d
2024-04-24T11:36:47.344,0.08,22.0,d2b25ecc-4dc8-4562-90ec-4c1f24f215a8
2024-04-24T11:59:48.314,0.08,22.0,6fed6151-5959-42d6-8abf-50f8e1489c99
2024-04-24T12:26:51.995,0.08,22.0,17e7a1db-52aa-474f-b989-b440f135532d
2024-04-24T15:53:58.564,0.08,22.0,a03dc54e-0deb-4497-a952-dbdc4275acde
2024-04-24T16:20:02.032,0.08,22.0,c2e1beb3-1d7e-446d-9fba-83ad1fba7f8d
2024-04-24T18:06:48.49,0.08,22.0,aca023a3-a18d-4749-b62b-279e63f87aa6
2024-04-24T18:36:33.655,0.08,22.0,05f9e432-c4ba-429c-82d2-35c034ba1855
2024-04-24T19:50:47.989,0.08,22.0,2bab7c6e-45fa-4524-95a9-475beaece40b
2024-04-24T20:15:15.641,0.08,22.0,2c919bdc-b8ac-4c5c-aba1-407ef64e600b
2024-04-24T22:04:47.754,0.08,22.0,36df1b5c-0a64-42d3-9f6a-f7c1285005d4
2024-04-24T22:37:06.11,0.08,22.0,0d59dbc0-6498-411c-ac04-4c113b84fa5d
2024-04-25T07:23:42.838,0.08,22.0,8aec5968-6361-40f2-b09d-97d3f0026392
2024-04-25T08:33:59.763,0.08,22.0,02be65f5-7e25-440f-b6b0-846d0c47c805
2024-04-25T08:50:45.619,0.08,22.0,976f0c63-6738-4daf-977f-8e48adfbbe04
2024-04-25T12:11:21.224,0.08,22.0,29e6bfee-b977-4460-9985-797838a66fc3
2024-04-25T12:30:01.778,0.08,22.0,99b99549-a20e-4dff-b2bc-67549d23f651
2024-04-25T14:21:46.346,0.08,22.0,6c15df10-5b80-41a9-ae63-acf5366bb16d
2024-04-25T15:01:00,0.08,22.0,6d57fdca-e696-493a-a476-b8db3cb71719
2024-04-25T15:20:50.111,0.08,22.0,dd05d5b8-9d9b-4f12-b8fa-228aaa28f42b
2024-04-25T16:54:42.111,0.08,22.0,d0f4f43e-ba75-494d-8efc-918709fd32f5
2024-04-25T17:20:15.662,0.08,22.0,040e591d-0325-454a-aebd-47de3c7e6809
2024-04-25T18:33:10.255,0.08,22.0,9a25a6c5-991e-4a98-acf2-27625abcc58d
2024-04-25T18:58:48.213,0.08,22.0,a7bb5c87-2c07-45d8-8af9-7a69c989c1e4
2024-04-25T21:30:01.723,0.08,22.0,9f4b22fe-cdda-4f3b-abc8-1cf0ea6b8baf
2024-04-25T21:58:03.932,0.08,22.0,21da8897-c412-41e8-b15c-71bcde2a7827
2024-04-25T22:22:17.219,0.06,22.0,548efcdd-3133-4e48-b397-d565ac7d0ac8
2024-04-26T08:18:08.429,0.08,22.0,bc1fafd3-100f-47e6-b846-471b5cbe60cd
2024-04-26T08:31:25.424,0.08,22.0,29824c19-84b0-4c5a-b7f3-4fe2c8e3332e
2024-04-26T08:46:09.69,0.08,22.0,ff23bd65-c37f-422b-8e1b-22b0fa4c6863
2024-04-26T09:53:00,0.08,22.0,85b203e4-6c12-4485-af20-85cbb9cf1946
2024-04-26T12:04:00,0.08,22.0,e56ee765-b660-4cba-99a3-99ef7f0c1507
2024-04-26T12:29:23.888,0.08,22.0,9ad5914f-2b9f-4f2f-b5c0-d1757f2d87e5
2024-04-26T14:36:44.727,0.08,22.0,366bb842-9e5e-41b0-9ea8-97a914c8d9e6
2024-04-26T17:56:52.931,0.08,22.0,a2781ee8-42eb-494d-ae28-90bb701c579f
2024-04-26T18:11:20.476,0.08,22.0,be2f7a14-0e0c-46cb-bb1b-60cf5b51ced3
2024-04-26T18:27:44.049,0.08,22.0,fc458ac5-9335-41bd-8bf6-ef25d66f208c
2024-04-26T18:41:47.854,0.08,22.0,66d2e74b-5546-4495-a431-aed42d0f36e9
2024-04-26T20:37:11.202,0.08,22.0,65894018-0c8c-4703-900e-f8696aaea797
2024-04-26T21:13:28.863,0.08,22.0,6ef071cd-e8a2-41c7-918d-e6e6d3e3a8c6
2024-04-26T22:08:33.873,0.08,22.0,41964809-081c-4099-8b91-2ce650d0c34e
2024-04-26T22:25:21.746,0.08,22.0,0246d661-15d9-4b2c-838c-0fbd8b978e97
2024-04-26T22:59:41.669,0.08,22.0,5d10bc14-6f96-45d5-a564-a2787fca83f5
2024-04-26T23:12:22.597,0.08,22.0,6e2b5606-aaf2-4193-9f00-57606aac05a0
2024-04-27T10:01:34.201,0.08,22.0,5f4d971f-6324-487f-93a8-4573f102184a
2024-04-27T10:21:43.772,0.06,22.0,a88d1e9c-2808-4d3e-8a4b-eec890389f8d
2024-04-27T10:53:02.303,0.08,22.0,f36b8877-812f-4cee-ac49-00ea076b9624
2024-04-27T11:08:55.514,0.08,22.0,10ac64a8-80b5-4257-9795-05a4c2ed219a
